gotu	covered_length	total_length	coverage_ratio	strain
G009184865	5440	10175460	0.00053461956511057	 Streptomyces phaeolivaceus
G900143065	5440	6676396	0.0008148108650235846	 Duganella sacchari
G900090325	5440	7762886	0.0007007703063010329	 Micromonospora pallida
G000518745	5437	2746911	0.0019793142187715584	 Phaseolibacter flectens
G007991795	5437	2327763	0.002335718885470729	 Companilactobacillus alimentarius
G016583825	5436	5744487	0.0009462985989871681	 Thiohalocapsa halophila
G001435345	5434	1668967	0.0032559061982651545	 Limosilactobacillus pontis
G014652475	5432	3419548	0.0015885140375277668	 Vogesella alkaliphila
G014199315	5430	3457915	0.001570310432731863	 Croceibacterium atlanticum
G014960965	5430	4448695	0.001220582665253518	 Ruania alkalisoli
G016863635	5426	14100848	0.00038479955248081534	 Virgisporangium aurantiacum
G006228125	5426	6905108	0.0007857950954568704	 Micromonospora orduensis
G000876225	5425	7626931	0.0007112952772222536	 Micromonospora haikouensis
G013387285	5425	8105857	0.000669269146988406	 Actinosynnema pretiosum
G014680085	5422	6930736	0.0007823122969912575	 Micromonospora sagamiensis
G900109245	5422	2973481	0.0018234520415634067	 Demequina mangrovi
G000381985	5421	4291311	0.0012632503214052768	 Novispirillum itersonii
G003014735	5418	8918949	0.0006074706784398027	 Saccharothrix carnea
G008639045	5417	7893803	0.0006862345057255673	 Streptomyces venezuelae
G012939995	5416	4388050	0.0012342612322102072	 Candidatus Competibacter phosphatis
G003290125	5416	3531566	0.00153359727667556	 Microvirga flavescens
G900176475	5414	4450110	0.0012165991402459714	 Tropicibacter naphthalenivorans
G900113015	5414	10382390	0.0005214598950723292	 Actinoplanes philippinensis
G001886275	5414	4129508	0.00131105206721963	 Enterococcus termitis
G002074155	5411	4803078	0.0011265692541324542	 Clostridium argentinense
G002155425	5408	3372481	0.0016035672254343315	 Erythrobacter donghaensis
G000971195	5405	3002992	0.001799871594729523	 Demequina soli
G003012815	5404	2507779	0.0021548948292493078	 Allosphingosinicella vermicomposti
G000429005	5404	3710120	0.0014565566612400676	 Novosphingobium acidiphilum
G008923365	5402	10715099	0.0005041483984422355	 Actinomadura montaniterrae
G003056345	5398	3981259	0.0013558525079629333	 Devosia submarina
G009742705	5398	3802211	0.0014197002743929783	 Auraticoccus cholistanensis
G007995095	5397	2587133	0.0020860929840097126	 Sphingorhabdus soli
G018324255	5392	8365212	0.0006445742199958591	 Polymorphospora rubra
G900205965	5392	5479441	0.0009840419853047054	 Lacrimispora amygdalina
G900098925	5391	4146081	0.0013002640324682514	 Bacillus massiliglaciei
G000597865	5391	3055056	0.001764615771363929	 Peptoclostridium acidaminophilum
G016906535	5390	40704073	0.0001324191807537295	 Rhizoctonia solani
G021028635	5388	8236582	0.000654154842384863	 Streptomyces huasconensis
G003946505	5386	2349189	0.0022927061211337188	 Companilactobacillus mishanensis
G016907275	5385	7163903	0.0007516852196351626	 Micromonospora luteifusca
G016907955	5383	9333147	0.0005767615146316671	 Lentzea nigeriaca
G000768315	5383	4939225	0.0010898470913959174	 Pseudooceanicola atlanticus
G003449035	5381	3476762	0.0015477044445377625	 Pedobacter indicus
G000341245	5381	6326049	0.0008506099146560515	 Nocardiopsis halophila
G014195505	5375	10244190	0.0005246876522204294	 Nonomuraea dietziae
G000756665	5374	4133484	0.0013001138990740015	 Alcanivorax nanhaiticus
G900637795	5374	2287133	0.0023496665913176015	 Weeksella virosa
G014205315	5374	12628709	0.0004255383507530342	 Streptomyces rapamycinicus
G014138665	5373	9761451	0.0005504304636677477	 Actinomadura namibiensis
G014490485	5373	5669905	0.000947634925100156	 Roseomonas aerophila
G014643415	5372	2941061	0.0018265517104201511	 Aurantiacibacter arachoides
G010723225	5372	4612003	0.0011647867531742716	 Mycolicibacter senuensis
G013167895	5372	6633329	0.0008098497752787476	 Streptomyces fulvorobeus
G003610015	5372	3028563	0.001773778521364753	 Zymobacter palmae
G001595645	5371	2376112	0.002260415333957322	 Sulfurovum riftiae
G014174315	5371	4177666	0.0012856460999993776	 Gluconacetobacter diazotrophicus
G900187225	5370	2864663	0.001874566048432224	 Listeria monocytogenes
G000024005	5368	9127347	0.000588122704220624	 Chitinophaga pinensis
G900142685	5367	6114373	0.0008777678430805578	 Flavobacterium chilense
G010730355	5366	6219859	0.0008627205214780593	 Mycobacterium florentinum
G007713755	5364	7799057	0.0006877754579816508	 Amycolatopsis bartoniae
G009711225	5364	4561998	0.0011758006031567748	 Paracoccus aestuariivivens
G000308435	5363	7729556	0.0006938302795141144	 Nocardia araoensis
G014489495	5363	3007902	0.0017829703228363159	 Sphingomonas daechungensis
G900102685	5362	3189582	0.001681098024756849	 Melghirimyces thermohalophilus
G002286975	5362	5476524	0.000979088195358954	 Halomonas salipaludis
G003932715	5361	8019588	0.000668488206626076	 Streptomyces tsukubensis
G000971155	5361	2967285	0.0018067020862505623	 Demequina maris
G017355885	5360	5018941	0.001067954375235732	 Sabulicella rubraurantiaca
G003259935	5359	3557410	0.0015064330510118316	 Anoxybacillus vitaminiphilus
G002101635	5358	6179013	0.0008671287793050443	 Mycobacterium florentinum
G013391375	5358	5344045	0.001002611317831343	 Bacillus paramycoides
G003205615	5355	7303276	0.000733232593154086	 Micromonospora arborensis
G900099725	5354	4735238	0.0011306717846072361	 Rhodococcus triatomae
G000293805	5352	6835082	0.0007830191356884965	 Paenibacillus alvei
G001435525	5350	2959552	0.001807706031183098	 Levilactobacillus koreensis
G006717075	5349	4935310	0.0010838224954460814	 Haloactinospora alba
G003598715	5349	7364116	0.0007263600953597146	 Nocardia panacis
G003072645	5348	5112172	0.0010461306857437503	 Dongshaea marina
G000423185	5347	7414974	0.0007211083949856061	 Inquilinus limosus
G000383795	5346	4033769	0.0013253113899184608	 Saccharomonospora saliphila
G900323885	5343	13560481	0.0003940125722679011	 Actinomadura parvosata
G009745575	5340	29652	0.1800890327802509	 Lactococcus virus CHPC52
G007830095	5338	7208833	0.0007404804633426797	 Micromonospora taraxaci
G003330865	5338	9641288	0.000553660465282232	 Streptomyces atratus
G002149925	5338	3968775	0.0013449994015785726	 Thioflexothrix psekupsii
G003046325	5337	4591738	0.001162304992140231	 Cereibacter johrii
G020312315	5335	8274811	0.0006447277164396867	 Streptomyces solaniscabiei
G010994095	5334	4622502	0.0011539205391365975	 Mumia xiangluensis
G011742165	5334	4703246	0.0011341103569747363	 Halomonas bachuensis
G017876625	5330	7715907	0.0006907807468389652	 Streptomyces syringium
G900113605	5329	4358805	0.0012225827950550668	 Halomonas xianhensis
G002594645	5328	57248	0.09306875349357183	 Enterobacteria virus 2851
G001885985	5326	3520631	0.0015127969957658158	 Enterococcus haemoperoxidus
G003206155	5325	3615368	0.0014728791094018646	 Salinicola halophilus
G001613045	5324	8164377	0.0006521011952289808	 Nocardia lijiangensis
G000341205	5320	6405510	0.00083053496130675	 Nocardiopsis baichengensis
G000733765	5320	3805701	0.001397902777963902	 Algiphilus aromaticivorans
G014196455	5320	5259648	0.001011474532135991	 Kaistia hirudinis
G000308615	5318	10449378	0.0005089298138128413	 Nocardia jiangxiensis
G003113315	5318	2817180	0.0018877033061430225	 Salinibacterium hongtaonis
G004000905	5315	5600956	0.0009489451443646407	 Paenibacillus humicus
G000735425	5314	4236732	0.0012542686202478702	 Leminorella grimontii
G014873495	5313	10497750	0.0005061084518111023	 Streptomyces stelliscabiei
G001886195	5312	2487199	0.00213573582170144	 Enterococcus ratti
G003315615	5311	1850401	0.0028701886780216827	 Bifidobacterium xylocopae
G000308595	5310	6984385	0.0007602673678498537	 Nocardia higoensis
G001613145	5310	8655959	0.000613450225445846	 Nocardia jejuensis
G900111495	5308	4668564	0.0011369663134102907	 Chryseobacterium wanjuense
G900452395	5308	3538404	0.0015001113496367288	 Legionella beliardensis
G900115095	5306	10256224	0.0005173443949742127	 Actinomadura madurae
G001613365	5305	7697397	0.0006891940223428777	 Nocardia xishanensis
G014654675	5304	9817163	0.0005402782860995585	 Streptomyces spiralis
G015160855	5304	9959088	0.0005325788867414366	 Streptomyces ferrugineus
G001434745	5304	2337225	0.002269357892372365	 Companilactobacillus alimentarius
G014635245	5303	3760701	0.0014101094450210214	 Agaricicola taiwanensis
G014138855	5302	8564234	0.0006190863070766166	 Streptomyces murinus
G014873535	5302	9694554	0.0005469049942885459	 Nonomuraea africana
G001465345	5301	3746111	0.0014150675193554062	 Enterococcus rotai
G900156495	5299	4441388	0.00119309549176969	 Williamsia sterculiae
G001261775	5295	3511971	0.001507700376796961	 Anaeromassilibacillus senegalensis
G010725725	5294	5484749	0.0009652219272021381	 Mycolicibacterium pulveris
G019880525	5287	7413506	0.0007131578500105078	 Streptomyces cinereoruber
G003049645	5285	3600938	0.0014676731451638435	 Metasolibacillus fluoroglycofenilyticus
G014656315	5285	8395412	0.0006295104993060495	 Streptomyces capillispiralis
G001319545	5282	4340518	0.0012169054476908055	 Yersinia bercovieri
G014207745	5281	9231724	0.0005720491643814308	 Nonomuraea muscovyensis
G001750785	5281	6543262	0.0008070897971073144	 Streptomyces rubrolavendulae
G016862295	5280	10142797	0.0005205664670208819	 Actinoplanes octamycinicus
G000009765	5280	9119915	0.0005789527643623872	 Streptomyces avermitilis
G014199215	5279	4031782	0.0013093465866954115	 Sphingobium boeckii
G014770185	5278	2343780	0.0022519178421182874	 Rathayibacter toxicus
G004799325	5277	3790926	0.001392008179531861	 Youngimonas vesicularis
G007827695	5276	6535546	0.0008072776168968897	 Sinorhizobium medicae
G002211215	5275	5903726	0.0008935035264170457	 Mameliella alba
G000196095	5273	5165790	0.0010207538440393435	 Vibrio parahaemolyticus
G000262045	5273	3780696	0.0013947167399864999	 Bacillus siamensis
G018885265	5271	7657695	0.000688327231627794	 Amycolatopsis aidingensis
G008639165	5271	8223505	0.0006409675679652411	 Streptomyces venezuelae
G000753735	5271	2704070	0.0019492838572965937	 Pseudidiomarina atlantica
G009908315	5268	3958506	0.001330805106775132	 Rhodobacter ruber
G011300455	5266	2718035	0.0019374290618038399	 Sphingomonas piscis
G017921815	5265	4522869	0.0011640841244793957	 Microvirga antarctica
G007725405	5263	4250708	0.00123814668050593	 Alkalihalobacillus miscanthi
G016907385	5262	3679597	0.0014300479101379852	 Subtercola frigoramans
G000372445	5261	2300591	0.002286803695224401	 Corynebacterium ulceribovis
G000167675	5260	33397233	0.00015749807775991502	 Trichoderma reesei
G001640365	5259	3860580	0.0013622305456693037	 Candidatus Arsenophonus triatominarum
G007671675	5258	4357265	0.0012067202706284791	 Marinobacter maritimus
G008124775	5258	4514430	0.00116470960896503	 Maritimibacter alkaliphilus
G016916835	5258	8054395	0.0006528112912267154	 Streptomyces bryophytorum
G000819545	5249	7714110	0.0006804414248694924	 Streptomyces nodosus
G003345525	5249	3274113	0.0016031822970068534	 Pelagibacterium lacus
G000009365	5247	3120143	0.0016816536934364868	 Alcanivorax borkumensis
G016653435	5247	3150583	0.0016654060534193194	 Bieblia veldkampii
G014673215	5246	5221625	0.0010046680870418692	 Gordonia hankookensis
G900090265	5245	7011369	0.0007480707405358354	 Micromonospora rifamycinica
G001294465	5243	3305306	0.00158623740131776	 Moellerella wisconsensis
G003261055	5242	10239292	0.0005119494590055641	 Streptomyces cadmiisoli
G003336425	5242	6019789	0.000870794640808839	 Marinitenerispora sediminis
G000196495	5242	4655760	0.0011259171434953692	 Aliivibrio salmonicida
G002266285	5241	3917681	0.001337781202706397	 Virgibacillus indicus
G001046855	5241	5162321	0.001015241012715017	 Tetrasphaera japonica
G009600965	5239	2428928	0.0021569186077150084	 Companilactobacillus salsicarnum
G000496075	5239	4301636	0.001217908721240012	 Lutibaculum baratangense
G014650855	5239	7725674	0.0006781285360992451	 Streptomyces chryseus
G900460385	5239	4443127	0.00117912452198643	 Vibrio mimicus
G000619945	5238	4754617	0.0011016660227311686	 Clostridium lundense
G000699585	5236	3405133	0.0015376785576363683	 Peptoclostridium litorale
G001687305	5235	2202846	0.0023764711650292396	 Actinomyces vulturis
G004216635	5234	4586052	0.001141286666614334	 Variibacter gotjawalensis
G011761465	5230	4585095	0.001140652483754426	 Variibacter gotjawalensis
G001435155	5230	2543186	0.002056475617591478	 Lacticaseibacillus pantheris
G014195675	5227	3342802	0.0015636582723116714	 Erythrobacter ramosus
G015356825	5227	12815389	0.000407869008112044	 Catenulispora rubra
G000478605	5227	6448717	0.000810548826999231	 Streptomyces thermolilacinus
G003382275	5224	4039056	0.0012933715204740909	 Muricauda nanhaiensis
G000214215	5224	3899940	0.0013395077872992917	 Marinomonas posidonica
G000392275	5222	47477909	0.00010998799462714333	 Phaeoacremonium minimum
G002261115	5222	9262523	0.0005637772775301071	 Streptomyces kasugaensis
G015160875	5221	7483282	0.000697688527573864	 Streptomyces chromofuscus
G007990715	5220	7612137	0.0006857469853734897	 Nocardia seriolae
G015710995	5220	9054805	0.000576489499221684	 Streptomyces gardneri
G003096595	5217	4203767	0.0012410297716310156	 Pusillimonas noertemannii
G900182665	5216	2974923	0.001753322691041079	 Propioniciclava tarda
G003389655	5216	32555	0.16022116418368915	 Lactococcus virus 56301
G003391135	5216	8809793	0.0005920683947965633	 Streptomyces olivoreticuli
G010723515	5214	4756515	0.0010961807121390346	 Mycolicibacter algericus
G009908295	5214	7474533	0.0006975686641560082	 Micromonospora rubida
G001504335	5214	40592	0.1284489554592038	 Staphylococcus virus SA97
G902726565	5210	4522196	0.0011520951325418006	 Yersinia vastinensis
G000019905	5208	3040826	0.0017126925381458853	 Exiguobacterium sibiricum
G004328625	5204	6426265	0.00080980164994752	 Streptomyces seoulensis
G002752655	5204	5183493	0.0010039562125385333	 Methylosinus trichosporium
G000018885	5202	3155250	0.0016486807701449964	 Renibacterium salmoninarum
G016918035	5202	4473206	0.001162924309767983	 Nakamurella leprariae
G003001815	5200	11154190	0.0004661925249614719	 Actinoplanes italicus
G012396555	5198	2032634	0.0025572729768369514	 Facklamia miroungae
G004324765	5198	2985385	0.0017411489640364642	 Propioniciclava tarda
G003626895	5197	7931441	0.000655240327703377	 Nocardia yunnanensis
G003339505	5197	7213235	0.0007204811710695687	 Runella aurantiaca
G002250655	5194	6068518	0.0008558926578120062	 Mycolicibacterium sphagni
G900100775	5191	2028710	0.002558768872830518	 Facklamia miroungae
G000497425	5190	8726956	0.0005947090829838033	 Streptomyces niveus
G003265665	5190	7186383	0.0007221991925562553	 Streptomyces qinglanensis
G001894965	5190	4737134	0.0010955991534121687	 Rhodococcus triatomae
G001891165	5190	1433602	0.0036202516458542886	 Streptobacillus ratti
G002886185	5190	5511286	0.000941703987054927	 Salipaludibacillus neizhouensis
G014645795	5188	6831046	0.0007594737321341417	 Longimycelium tulufanense
G900100185	5188	3303331	0.0015705359226792592	 Natribacillus halophilus
G900176425	5187	3229757	0.0016060031760903374	 Moheibacter sediminis
G000407145	5187	3552027	0.0014602929538542358	 Enterococcus caccae
G017875235	5186	5011663	0.0010347862575755791	 Asticcacaulis solisilvae
G003254115	5183	3268885	0.001585555931150836	 Hydrotalea sandarakina
G000701465	5182	2948519	0.0017574924902976714	 Paraoerskovia marina
G000902615	5180	45364	0.11418746142315492	 Acinetobacter virus B1251
G000430825	5180	4215044	0.0012289314180350193	 Chryseobacterium daeguense
G000787855	5180	9389459	0.0005516824771267439	 Streptacidiphilus anmyonensis
G900659615	5177	10926827	0.0004737880447818932	 Actinomadura fibrosa
G001591865	5172	2482577	0.0020833190672434328	 Lacticaseibacillus pantheris
G001437205	5172	2087589	0.0024774991629099405	 Lactobacillus selangorensis
G013000925	5172	6886290	0.0007510575360607817	 Longimicrobium terrae
G900221025	5170	3556918	0.0014535055348478656	 Chromohalobacter canadensis
G006716425	5170	9466680	0.0005461259913718432	 Actinoallomurus bryophytorum
G015478225	5169	6506113	0.0007944835879733414	 Nocardia elegans
G000235665	5165	5913004	0.000873498478945727	 Crocosphaera watsonii
G900637575	5165	3166158	0.0016313146722305078	 Slackia heliotrinireducens
G000716965	5162	8566890	0.0006025523848210961	 Kitasatospora setae
G000337115	5162	3896615	0.0013247395495834206	 Haloterrigena thermotolerans
G004358325	5161	3020651	0.0017085720925720978	 Weissella cryptocerci
G009649175	5161	3827017	0.0013485699175101653	 Rhodovulum strictum
G002078505	5160	6611368	0.0007804738746958269	 Ensifer aridi
G013416295	5160	4213719	0.0012245714533883252	 Pusillimonas noertemannii
G004361915	5157	3857822	0.0013367646304054464	 Sediminibacterium goheungense
G005406225	5156	1727018	0.002985492913218044	 Campylobacter taeniopygiae
G003429285	5155	4440293	0.0011609594231732005	 Salinimonas sediminis
G900215415	5149	7379333	0.0006977595400559915	 Nocardia amikacinitolerans
G003627815	5148	8393044	0.000613365067548794	 Streptomyces hundungensis
G001311015	5145	4309000	0.001194012531909956	 Ruminiclostridium josui
G003001955	5145	6105833	0.0008426368687122625	 Prauserella shujinwangii
G001403875	5143	5924327	0.0008681154838347039	 Paenibacillus ihumii
G014204945	5141	9149887	0.0005618648623748031	 Allocatelliglobosispora scoriae
G016937655	5141	5246150	0.0009799567301735559	 Chromobacterium alkanivorans
G900101825	5138	4428947	0.001160095164832634	 Aquimonas voraii
G018075365	5138	4761851	0.0010789921818217328	 Virgibacillus pantothenticus
G014196835	5137	5003190	0.001026744936730366	 Aureimonas pseudogalii
G000204155	5137	6732291	0.0007630389120137558	 Micromonospora maris
G003025105	5135	37472970	0.0001370321060753925	 Trichoderma asperellum
G900091495	5134	7775586	0.0006602717788730007	 Micromonospora echinospora
G008831085	5131	3257046	0.0015753538635929613	 Pseudoclavibacter endophyticus
G900108395	5131	2979589	0.001722049584691043	 Flavobacterium marinum
G017309585	5129	4745046	0.0010809168130298421	 Nitrogeniibacter aestuarii
G000217775	5124	5903820	0.0008679126396129963	 Paenibacillus polymyxa
G001514125	5122	8364243	0.0006123686267842768	 Streptomyces longwoodensis
G016861845	5120	2706656	0.0018916330704751546	 Lacticaseibacillus suilingensis
G001613505	5120	7563633	0.0006769233779587138	 Nocardia mikamii
G001831195	5117	48562862	0.00010536858391912734	 Colletotrichum orchidophilum
G001680025	5115	5168706	0.000989609391596272	 Vibrio natriegens
G003614185	5113	5612162	0.0009110570935051412	 Paenibacillus aceti
G001612635	5113	7812822	0.0006544370267235066	 Nocardia africana
G014653075	5108	4289009	0.0011909511031569298	 Allgaiera indica
G010093065	5105	7969925	0.0006405330037610141	 Chitinophaga agri
G008704495	5105	10133897	0.0005037548733720108	 Streptomyces kanamyceticus
G014201555	5103	3373202	0.0015128059333535317	 Oleiagrimonas soli
G900230205	5101	2386602	0.002137348414188876	 Alysiella filiformis
G014203805	5100	6930321	0.0007358966489431009	 Lipingzhangella halophila
G001632895	5100	6031052	0.000845623615913111	 Mycobacterium ostraviense
G001612805	5100	6620604	0.0007703224660469045	 Nocardia coubleae
G014648555	5099	8310629	0.0006135516336970403	 Kitasatospora griseola
G000308415	5096	8470796	0.0006015963552893967	 Nocardia asiatica
G003945345	5094	7261317	0.0007015256323336386	 Paenibacillus baekrokdamisoli
G013184075	5091	1509700	0.003372193150957144	 Lentilactobacillus kribbianus
G009735685	5090	7663560	0.0006641821816492596	 Streptomyces lycii
G018207515	5090	7708938	0.0006602725304056149	 Paenibacillus tritici
G000711885	5088	5031439	0.0010112415155982214	 Chromobacterium haemolyticum
G018829635	5088	10193086	0.0004991618828684463	 Actinoplanes bogorensis
G000023885	5087	3165038	0.0016072476854938234	 Slackia heliotrinireducens
G003865015	5087	2995251	0.0016983551628895208	 Sulfurisoma sediminicola
G001613425	5085	9379070	0.0005421646282627168	 Nocardia vulneris
G000620105	5085	4040447	0.0012585241187423075	 Microvirgula aerodenitrificans
G016907535	5084	4068014	0.0012497498779502725	 Microlunatus panaciterrae
G000821245	5084	3925062	0.001295266163948493	 Virgibacillus senegalensis
G001612905	5083	7014522	0.0007246395406557995	 Nocardia ignorata
G001612965	5082	7326422	0.000693653737117518	 Nocardia kruczakiae
G900102535	5082	3936738	0.001290916489743539	 Sulfitobacter delicatus
G000721185	5081	7540299	0.0006738459575674652	 Streptomyces griseolus
G004421025	5081	4396536	0.0011556825646372507	 Sphingobacterium psychroaquaticum
G000737765	5081	5488182	0.0009258074896204243	 Chryseobacterium vrystaatense
G001311175	5080	2532340	0.0020060497405561656	 Lacticaseibacillus pantheris
G003205575	5080	7464530	0.0006805518900721144	 Streptomyces tateyamensis
G000931445	5079	7762396	0.0006543082831641158	 Streptomyces cyaneogriseus
G005889745	5079	9436911	0.000538205775173677	 Actinomadura geliboluensis
G001613065	5079	10524223	0.00048260094830753777	 Nocardia miyunensis
G016755895	5078	8654090	0.0005867745771074717	 Streptomyces xanthophaeus
G000384275	5077	5867409	0.0008652882388120548	 Salinispora arenicola
G900199435	5077	2804289	0.0018104410779345495	 Pygmaiobacter massiliensis
G016862415	5076	8193943	0.0006194819758936571	 Actinoplanes teichomyceticus
G017874595	5074	6334235	0.000801043851388526	 Sinorhizobium kostiense
G013410645	5074	6825366	0.0007434033574170235	 Micromonospora jinlongensis
G017052585	5073	6578363	0.0007711644979153629	 Paenibacillus apiarius
G009828055	5071	3240530	0.0015648674753821134	 Erythrobacter ramosus
G014673495	5071	9116732	0.0005562300175106606	 Streptomyces griseofuscus
G008064995	5070	8364802	0.0006061111787224611	 Streptomyces rochei
G900177295	5069	6937730	0.000730642443565835	 Tistlia consotensis
G003634215	5067	3963928	0.0012782775065541048	 Sphingosinicella microcystinivorans
G014635525	5067	4421036	0.0011461114544192809	 Mucilaginibacter phyllosphaerae
G018255875	5066	8035918	0.0006304195737188955	 Streptomyces lavendulae
G005981965	5066	7665995	0.0006608405040702479	 Streptomyces chryseus
G004023405	5063	3281838	0.0015427330660440887	 Arcobacter venerupis
G000174355	5062	4229167	0.0011969260140353882	 Pseudogulbenkiania ferrooxidans
G016862155	5061	9071695	0.0005578891265634482	 Actinoplanes digitatis
G000828635	5060	3802648	0.001330651693241131	 Sulfuritalea hydrogenivorans
G010731775	5059	6185541	0.0008178751058314867	 Mycobacterium mantenii
G008641105	5059	4257148	0.0011883542691022253	 Halopseudomonas salina
G003688855	5058	3649999	0.0013857538043161109	 Tessaracoccus antarcticus
G017872975	5056	3764744	0.0013429864022626772	 Rubellimicrobium aerolatum
G017639205	5056	9022916	0.0005603509996103255	 Streptomyces nojiriensis
G012979535	5052	2977834	0.0016965351325829445	 Sphingomonas lacunae
G001676875	5050	4807098	0.001050529862299458	 Chromobacterium subtsugae
G003194385	5050	5795496	0.000871366316187605	 Pokkaliibacter plantistimulans
G000903595	5049	37595	0.13429977390610454	 Enterobacteria virus mEp235
G001010945	5048	2887636	0.0017481427714573442	 Aurantiacibacter luteus
G001895045	5048	4549677	0.0011095293138392022	 Rhodococcus coprophilus
G904846325	5048	3059993	0.0016496769763852401	 Psychrobacter marincola
G002355955	5046	1410056	0.003578581276204633	 Candidatus Desulfovibrio trichonymphae
G000617925	5045	3249539	0.001552527912420808	 Methylobacillus glycogenes
G900155555	5045	2086178	0.0024182979592345427	 Mobilibacterium timonense
G016860545	5043	8834241	0.0005708470031551097	 Streptomyces asoensis
G002999335	5040	44378316	0.00011356897814689498	 Cyclospora cayetanensis
G003600625	5040	4099663	0.0012293693408458207	 Arachidicoccus soli
G005280195	5040	7838636	0.00064296900634243	 Streptomyces galbus
G001434055	5039	2616853	0.0019255953620627524	 Levilactobacillus parabrevis
G002593445	5035	31033	0.16224664067283215	 Lactococcus virus Phi109
G014701115	5034	9428393	0.0005339191949253707	 Streptomyces glomeroaurantiacus
G004015795	5031	2982377	0.00168690946852125	 Falsirhodobacter deserti
G019801865	5031	3165304	0.0015894207949694564	 Qipengyuania flava
G005405005	5029	2633285	0.0019097818884017492	 Lactiplantibacillus daoliensis
G000261485	5027	5968936	0.0008421936505936736	 Ensifer sojae
G900107245	5027	2718206	0.0018493815406190701	 Lachnobacterium bovis
G014647835	5026	6886675	0.0007298151865740724	 Microbispora rosea
G014650995	5026	9137428	0.0005500453738185407	 Streptomyces viridiviolaceus
G002887615	5025	5989543	0.0008389621712374384	 Vibrio jasicida
G000379785	5021	2438305	0.0020592173661621496	 Gallibacterium anatis
G000870285	5019	43128	0.11637451307735114	 Staphylococcus virus phiNM1
G000382365	5019	4784535	0.001049004762218272	 Pannonibacter phragmitetus
G001612945	5017	8118511	0.000617970462810237	 Nocardia inohanensis
G001894825	5017	9732815	0.0005154726561637101	 Rhodococcus jostii
G000429025	5016	9538996	0.0005258415036551017	 Pseudonocardia spinosispora
G900114315	5013	6385319	0.000785082154861801	 Roseomonas stagni
G001485145	5012	10581321	0.00047366486660786495	 Streptomyces turgidiscabies
G001017175	5011	6475725	0.000773812970748449	 Microvirga vignae
G000060285	5008	2814130	0.0017795908504582233	 Listeria welshimeri
G014648435	5001	11472595	0.00043590835377697895	 Nonomuraea spiralis
G000165675	5001	1639551	0.0030502253360828666	 Leuconostoc fallax
G900188445	5000	8575360	0.0005830659004403314	 Actinomadura meyerae
G016629665	5000	4193911	0.001192204603292726	 Paracoccus caeni
G900177535	4999	5149814	0.0009707146704715937	 Priestia filamentosa
G000969415	4999	4469183	0.0011185489607384617	 Devosia geojensis
G004000765	4996	7887050	0.0006334434294191111	 Paenibacillus chondroitinus
G016653115	4995	3619326	0.0013800912103524247	 Rhodocyclus purpureus
G000785105	4995	2095860	0.002383269874896224	 Lentilactobacillus curieae
G004343505	4994	3156944	0.001581909593581641	 Rhodovulum bhavnagarense
G003323715	4990	7663495	0.0006511389385652369	 Streptomyces diacarni
G000615725	4989	2527765	0.001973680306515835	 Companilactobacillus paralimentarius
G017152025	4988	3544881	0.0014070994202626265	 Hoyosella rhizosphaerae
G003056725	4985	5972529	0.0008346548003366747	 Mangrovicoccus ximenensis
G006716305	4984	2879812	0.0017306685297512477	 Enteractinococcus coprophilus
G003730135	4982	3798951	0.0013114146510444593	 Stagnimonas aquatica
G003628445	4982	4042882	0.0012322892431686108	 Oceanobacillus bengalensis
G011492945	4981	4584120	0.0010865771402144796	 Rubrobacter tropicus
G020215645	4980	12066092	0.00041272683815107657	 Nonomuraea gerenzanensis
G003002815	4980	10685670	0.0004660447122173902	 Umezawaea tangerina
G016862455	4980	9420299	0.000528645640653232	 Actinoplanes utahensis
G000371785	4979	5353311	0.0009300785999543087	 Actinopolyspora halophila
G002633665	4979	41882	0.1188816197889308	 Staphylococcus virus TEM126
G000152805	4977	4536233	0.0010971658642754904	 Maritimibacter alkaliphilus
G017161365	4977	4386856	0.001134525500723069	 Thermobispora bispora
G002237735	4977	5149814	0.0009664426715217287	 Priestia filamentosa
G001613105	4977	8405039	0.0005921447836232526	 Nocardia pseudobrasiliensis
G018283645	4975	6773590	0.0007344701997020782	 Actinocrinis puniceicyclus
G000716545	4974	7625415	0.0006522923670383841	 Kitasatospora phosalacinea
G001653075	4972	8134298	0.0006112389784588664	 Planomonospora sphaerica
G001375675	4970	2849587	0.0017441123924273939	 Massilibacterium senegalense
G010731875	4966	4828255	0.0010285289405799819	 Mycolicibacterium sarraceniae
G001441615	4966	4579788	0.0010843296676614725	 Roseovarius atlanticus
G001886145	4965	3156408	0.0015729905639575111	 Enterococcus quebecensis
G900112845	4965	8271077	0.0006002845820441522	 Streptomyces alni
G000970755	4964	2187223	0.0022695445320390284	 Lactobacillus kimbladii
G014646215	4964	4937941	0.0010052773008020954	 Nakamurella endophytica
G004217135	4963	7139733	0.0006951240333497064	 Micromonospora violae
G012396055	4963	7729021	0.0006421253092726751	 Nocardia gamkensis
G001613005	4962	7853711	0.0006318032328920685	 Nocardia nova
G002201795	4962	4775573	0.0010390376191506234	 Alkalitalea saponilacus
G015732185	4962	3113622	0.0015936423881897032	 Pectinatus haikarae
G003990445	4961	4840666	0.0010248589760169366	 Pararhodobacter zhoushanensis
G003315135	4958	6794013	0.0007297601579508311	 Roseiarcus fermentans
G001612745	4958	8252740	0.000600770168453144	 Nocardia amamiensis
