Feature ID	Counts	log_counts	Taxon
g__Lysobacter_B_615592	4.0	0.6020599913279624	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Lysobacter_B_615592; s__Lysobacter_B_615592 pythonis
g__Fictibacillus_C	4.0	0.6020599913279624	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_G_286828; f__Fictibacillaceae; g__Fictibacillus_C; s__Fictibacillus_C barbaricus
g__Algoriphagus	10.0	1.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_902095; g__Algoriphagus; s__
g__Enterousia	2.0	0.3010299956639812	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rs-D84_512864; f__Rs-D84; g__Enterousia; s__
g__Thauera_A_597130	10.0	1.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Thauera_A_597130; s__
g__Williamsia_B	3.0	0.47712125471966244	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Williamsia_B; s__Williamsia_B muralis
g__UBA1254	162.0	2.2095150145426308	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__CAG-239; g__UBA1254; s__
g__Nitrospira_A	24.0	1.380211241711606	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A; s__Nitrospira_A defluvii_A
g__Eubacterium_I	2408.0	3.381656482585787	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_I; s__Eubacterium_I ramulus
g__CAG-307	8.0	0.9030899869919435	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Acholeplasmatales; f__Anaeroplasmataceae; g__CAG-307; s__
g__Serratia_A	44.0	1.6434526764861874	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Serratia_A; s__Serratia_A fonticola
g__Winkia	1904.0	3.2796669440484556	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Winkia; s__Winkia sp002849225
g__Ignatzschineria	8.0	0.9030899869919435	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Wohlfahrtiimonadaceae; g__Ignatzschineria; s__Ignatzschineria indica
g__Clostridium_P	183.0	2.2624510897304293	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_P; s__Clostridium_P perfringens
g__Parvimonas	7191.0	3.8567892887533164	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Parvimonas; s__Parvimonas micra
g__Paenibacillus_M	16.0	1.2041199826559248	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_M; s__Paenibacillus_M ginsengihumi
g__Modestobacter	195.0	2.290034611362518	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Geodermatophilaceae; g__Modestobacter; s__
g__Eikenella_561455	2231.0	3.348499570283838	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Neisseriaceae_563222; g__Eikenella_561455; s__Eikenella halliae
g__Anaeroglobus	2102.0	3.3226327116922234	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales; f__Megasphaeraceae; g__Anaeroglobus; s__Anaeroglobus geminatus
g__Enterococcus_A	812.0	2.9095560292411755	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_A; s__Enterococcus_A gilvus
g__Onthocola_B	13.0	1.1139433523068367	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__Onthocola_B; s__Onthocola_B sp000437355
g__Abiotrophia	19163.0	4.282463499599315	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__Abiotrophia defectiva
g__Atopobium	553.0	2.7427251313046983	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium; s__Atopobium deltae
g__CAG-127	2218.0	3.3459615418131414	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__CAG-127; s__CAG-127 sp900319515
f__Coprobacteraceae; g__Coprobacter	52.0	1.7160033436347992	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Coprobacteraceae; g__Coprobacter; s__Coprobacter fastidiosus
g__Paraprevotella	197.0	2.294466226161593	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Paraprevotella; s__Paraprevotella clara
g__Duncaniella	90.0	1.954242509439325	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__
f__UBA11471; g__UBA11471	6.0	0.7781512503836436	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA11471; g__UBA11471; s__
g__Selenomonas_B_42762; s__Selenomonas sputigena	1361.0	3.133858125203335	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae_42771; g__Selenomonas_B_42762; s__Selenomonas sputigena
g__Tannerella	1164.0	3.06595298031387	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__Tannerella serpentiformis
g__AM51-8	67.0	1.8260748027008264	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__AM51-8; s__AM51-8 sp003478275
g__CAG-873	6.0	0.7781512503836436	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-873; s__CAG-873 sp011959565
g__SP4260	2.0	0.3010299956639812	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Woeseiales; f__Woeseiaceae; g__SP4260; s__
g__Haemophilus_D_734546	22878.0	4.359418055657314	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae; g__Haemophilus_D_734546; s__
o__QS-5-54-17; f__QS-5-54-17; g__QS-5-54-17; s__QS-5-54-17 sp003022365	31.0	1.4913616938342726	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__QS-5-54-17; f__QS-5-54-17; g__QS-5-54-17; s__QS-5-54-17 sp003022365
g__Fundidesulfovibrio	69.0	1.8388490907372552	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Fundidesulfovibrio; s__Fundidesulfovibrio putealis
g__Tidjanibacter	1031.0	3.0132586652835167	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Tidjanibacter; s__Tidjanibacter inops_A
f__ZOR0009; g__Acetobacteroides; s__Acetobacteroides hydrogenigenes	14.0	1.146128035678238	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__ZOR0009; g__Acetobacteroides; s__Acetobacteroides hydrogenigenes
g__Alistipes_A_871404	288.0	2.459392487759231	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871404; s__Alistipes_A_871404 ihumii
g__RF16	14.0	1.146128035678238	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__RF16; s__
g__Croceibacterium_484881	112.0	2.0492180226701815	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Croceibacterium_484881; s__Croceibacterium ferulae
g__Aliterella	59.0	1.7708520116421442	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsidaceae_29158; g__Aliterella; s__Aliterella sp000332075
g__Gillisia	2.0	0.3010299956639812	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Gillisia; s__Gillisia flava
g__Aequorivita	4.0	0.6020599913279624	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Aequorivita; s__Aequorivita vladivostokensis
g__Salegentibacter	6.0	0.7781512503836436	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Salegentibacter; s__
g__Gelidibacter	3.0	0.47712125471966244	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Gelidibacter; s__Gelidibacter mesophilus
g__UBA1930	477.0	2.678518379040114	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__UBA1930; s__UBA1930 sp002337145
g__Pelobium_887411	8.0	0.9030899869919435	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pelobium_887411; s__Pseudopedobacter beijingensis
g__Albibacterium	12.0	1.0791812460476249	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Albibacterium; s__Albibacterium bauzanense
g__Microbacter	3.0	0.47712125471966244	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Microbacter; s__
g__Parapedobacter	14.0	1.146128035678238	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Parapedobacter; s__
g__Arcticibacter	30.0	1.4771212547196624	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Arcticibacter; s__
g__Terrisporobacter	211.0	2.3242824552976926	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Terrisporobacter; s__
g__Planktosalinus	20.0	1.3010299956639813	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Planktosalinus; s__
g__Pseudosphingobacterium_887611	16.0	1.2041199826559248	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pseudosphingobacterium_887611; s__
g__Olivibacter_887593	12.0	1.0791812460476249	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Olivibacter_887593; s__Olivibacter terrae
g__Pseudosphingobacterium_887583	26.0	1.414973347970818	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pseudosphingobacterium_887583; s__
g__Hungatella_A_128155	89.0	1.9493900066449128	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Hungatella_A_128155; s__Hungatella_A_128155 effluvii
g__Ventrimonas	642.0	2.807535028068853	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Ventrimonas; s__Ventrimonas sp003481825
g__Clostridium_Q_135822	1105.0	3.0433622780211294	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_Q_135822; s__Clostridium_Q_135822 fessum
g__Lachnoclostridium_B	256.0	2.4082399653118496	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium_B; s__Lachnoclostridium_B sp900066555
g__Hespellia	20.0	1.3010299956639813	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Hespellia; s__
g__Merdisoma	234.0	2.369215857410143	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Merdisoma; s__
g__Evtepia	635.0	2.8027737252919755	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Evtepia; s__Evtepia gabavorous
g__Acutalibacter	6.0	0.7781512503836436	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__
g__Enterococcus_B	11.0	1.0413926851582251	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_B; s__Enterococcus_B villorum
g__Lacticaseibacillus	998.0	2.999130541287371	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus; s__Lacticaseibacillus paracasei
g__Macellibacteroides	245.0	2.3891660843645326	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Macellibacteroides; s__Macellibacteroides fermentans
g__Proteiniphilum	321.0	2.506505032404872	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Proteiniphilum; s__Proteiniphilum saccharofermentans
g__F0058	775.0	2.88930170250631	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__F0058; s__F0058 sp000163695
g__Muribaculum	8.0	0.9030899869919435	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum gordoncarteri
g__Clostridium_AQ	50.0	1.6989700043360187	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium_AQ; s__Clostridium_AQ innocuum
g__Pleurocapsa	25.0	1.3979400086720377	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__Pleurocapsa; s__Pleurocapsa sp000332195
g__Mailhella	41.0	1.6127838567197355	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Mailhella; s__Mailhella massiliensis
g__Chroogloeocystis	3.0	0.47712125471966244	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsidaceae_29158; g__Chroogloeocystis; s__
g__Chroococcidiopsis_29153	14.0	1.146128035678238	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsidaceae_29158; g__Chroococcidiopsis_29153; s__
g__Kryptousia	113.0	2.0530784434834195	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae_28012; g__Kryptousia; s__
g__Meniscus	29.0	1.462397997898956	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Meniscus; s__
g__Dysgonomonas	11.0	1.0413926851582251	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Dysgonomonas; s__
g__CAG-485	67.0	1.8260748027008264	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-485; s__CAG-485 sp002362485
g__Photobacterium	21.0	1.3222192947339193	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Vibrionaceae; g__Photobacterium; s__Photobacterium aquimaris_671124
g__UMGS1375	2280.0	3.357934847000454	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__UMGS1375; s__UMGS1375 sp900066615
g__Elizabethkingia	40.0	1.6020599913279623	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Elizabethkingia; s__
g__UBA7173	149.0	2.173186268412274	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__UBA7173; s__
g__Paramuribaculum	2.0	0.3010299956639812	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Paramuribaculum; s__Paramuribaculum intestinale
g__Collinsella	7728.0	3.8880671134074367	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__
g__Empedobacter_790298	19.0	1.2787536009528289	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Empedobacter_790298; s__
g__Sodaliphilus	64.0	1.806179973983887	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Sodaliphilus; s__
g__Kaistella	90.0	1.954242509439325	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Kaistella; s__
g__Barb7	7.0	0.8450980400142568	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Barb7; s__
g__Merdicola	81.0	1.9084850188786497	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__Merdicola; s__Merdicola sp900552655
g__Limenecus	180.0	2.255272505103306	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales; f__Gastranaerophilaceae; g__Limenecus; s__Limenecus avicola
g__Tsuneonella_484052	19.0	1.2787536009528289	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Tsuneonella_484052; s__Altererythrobacter mangrovi
g__Blastomonas	10.0	1.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Blastomonas; s__
g__Qipengyuania_484543	113.0	2.0530784434834195	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Qipengyuania_484543; s__
g__Sphingobium_A_486708; s__Sphingobium_A sp003590775	19.0	1.2787536009528289	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium_A_486708; s__Sphingobium_A sp003590775
g__Porphyrobacter_484272	41.0	1.6127838567197355	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Porphyrobacter_484272; s__Porphyrobacter sanguineus
g__Caenibius_484918; s__Caenibius sp001305965	2.0	0.3010299956639812	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Caenibius_484918; s__Caenibius sp001305965
g__Altererythrobacter_D_484903; s__Altererythrobacter aerophilus	92.0	1.9637878273455553	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Altererythrobacter_D_484903; s__Altererythrobacter aerophilus
g__Sphingorhabdus_B_483773	97.0	1.9867717342662448	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus_B_483773; s__
g__Polymorphobacter_A_486811	9.0	0.9542425094393249	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Polymorphobacter_A_486811; s__
g__Gemmobacter_C	53.0	1.724275869600789	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Gemmobacter_C; s__Gemmobacter_C aquatilis
g__Buchnera	11.0	1.0413926851582251	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Buchnera; s__Buchnera aphidicola_E
g__Spirillospora_393771	34.0	1.5314789170422551	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Spirillospora_393771; s__Actinomadura glauciflava
g__Thermus_A	1629.0	3.2119210843085093	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Thermaceae_405955; g__Thermus_A; s__Thermus_A thermophilus
g__Legionella_C	15.0	1.1760912590556813	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales_A; f__Legionellaceae_A; g__Legionella_C; s__Legionella_C gresilensis
g__Anaerocolumna	12.0	1.0791812460476249	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerocolumna; s__Anaerocolumna xylanovorans
g__Catenibacillus	12.0	1.0791812460476249	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Catenibacillus; s__Catenibacillus scindens
g__Falsirhodobacter	11.0	1.0413926851582251	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Falsirhodobacter; s__
g__Pelagibius	55.0	1.7403626894942439	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__Pelagibius; s__
g__Fodinicurvata	94.0	1.9731278535996986	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__DSM-21159; g__Fodinicurvata; s__
g__Seleniivibrio; s__Seleniivibrio woodruffii	17.0	1.2304489213782739	d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Denitrovibrionaceae; g__Seleniivibrio; s__Seleniivibrio woodruffii
f__Mucispirillaceae; g__Mucispirillum; s__Mucispirillum schaedleri	8.0	0.9030899869919435	d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Mucispirillaceae; g__Mucispirillum; s__Mucispirillum schaedleri
g__Dyadobacter_906144	17.0	1.2304489213782739	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Dyadobacter_906144; s__
g__Wagnerdoeblera_493755	5.0	0.6989700043360189	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Wagnerdoeblera_493755; s__Wagnerdoeblera intermedia
g__Cereibacter_A_494128	7.0	0.8450980400142568	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Cereibacter_A_494128; s__Cereibacter_A_494128 changlensis
g__Hankyongella; s__Hankyongella ginsenosidimutans	315.0	2.4983105537896004	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Hankyongella; s__Hankyongella ginsenosidimutans
g__Sphingoaurantiacus	48.0	1.6812412373755872	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingoaurantiacus; s__Sphingoaurantiacus polygranulatus
g__Albimonas	19.0	1.2787536009528289	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Albimonas; s__Albimonas pacifica
g__Glycocaulis	27.0	1.4313637641589874	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Maricaulaceae; g__Glycocaulis; s__Glycocaulis profundi
g__Tabrizicola_493988; s__Tabrizicola piscis	24.0	1.380211241711606	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tabrizicola_493988; s__Tabrizicola piscis
g__Paenirhodobacter_493197; s__Paenirhodobacter enshiensis	4.0	0.6020599913279624	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paenirhodobacter_493197; s__Paenirhodobacter enshiensis
g__Sphingomonas_L_486018	6.0	0.7781512503836436	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486018; s__
g__Sphingomonas_B	26.0	1.414973347970818	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_B; s__Sphingomonas_B changbaiensis
g__Bacillus_H	18.0	1.255272505103306	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D_361233; g__Bacillus_H; s__Bacillus_H oshimensis
g__Rhizorhabdus_483440	14.0	1.146128035678238	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Rhizorhabdus_483440; s__Rhizorhabdus montanisoli
g__Pararhodobacter	103.0	2.012837224705172	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pararhodobacter; s__
g__Roseinatronobacter	9.0	0.9542425094393249	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseinatronobacter; s__Roseinatronobacter bogoriensis
g__SYSU-D60014; s__SYSU-D60014 sp003576685	2.0	0.3010299956639812	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__SYSU-D60014; s__SYSU-D60014 sp003576685
o__ATCC43930_507253; f__Stellaceae_507253; g__Constrictibacter; s__Constrictibacter antarcticus	175.0	2.2430380486862944	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__ATCC43930_507253; f__Stellaceae_507253; g__Constrictibacter; s__Constrictibacter antarcticus
g__Fibrella	50.0	1.6989700043360187	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Fibrella; s__
g__Brumimicrobium	4.0	0.6020599913279624	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae; g__Brumimicrobium; s__Brumimicrobium sp002734085
g__UBA1494	12.0	1.0791812460476249	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_894219; f__Vicingaceae_894219; g__UBA1494; s__UBA1494 sp002706365
g__Metabacillus_B_289979	1.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Bacillaceae_H_294103; g__Metabacillus_B_289979; s__Metabacillus_B_289979 niabensis
g__Muricauda_A_821778	3.0	0.47712125471966244	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Muricauda_A_821778; s__Muricauda_A_821778 flavescens
f__GCA-2402025; g__GCA-2402025; s__GCA-2402025 sp002402025	3.0	0.47712125471966244	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales_778124; f__GCA-2402025; g__GCA-2402025; s__GCA-2402025 sp002402025
g__Rosenbergiella	5.0	0.6989700043360189	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Rosenbergiella; s__
o__Pseudomonadales_641033; f__Halomonadaceae_641033; g__Oceanospirillum	51.0	1.7075701760979363	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_641033; f__Halomonadaceae_641033; g__Oceanospirillum; s__Oceanospirillum linum
